jMRUI Data Textfile

Filename: mm3_corrected.txt

PointsInDataset: 32768     
DatasetsInFile: 1         
SamplingInterval: 3.3333E-2 
ZeroOrderPhase: 0E0       
BeginTime: 0E0       
TransmitterFrequency: 2.9722E8  
MagneticField: 0E0       
TypeOfNucleus: 0E0       
NameOfPatient: 
DateOfExperiment: 
Spectrometer: 
AdditionalInfo: 


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
6.6343E-3	7.1737E-1	1.5917E-7	4.046E-2
1.2214E-1	7.0661E-1	1.2474E-7	4.0497E-2
2.3435E-1	6.7738E-1	7.8873E-8	4.0533E-2
3.4033E-1	6.3046E-1	2.1353E-8	4.057E-2
4.3731E-1	5.671E-1	-4.6601E-8	4.0607E-2
5.2278E-1	4.8897E-1	-1.2235E-7	4.0644E-2
5.945E-1	3.9812E-1	-2.02E-7	4.0681E-2
6.5061E-1	2.9694E-1	-2.8071E-7	4.0718E-2
6.8965E-1	1.8809E-1	-3.532E-7	4.0755E-2
7.1063E-1	7.4423E-2	-4.1417E-7	4.0792E-2
7.1301E-1	-4.1089E-2	-4.5895E-7	4.0828E-2
6.9674E-1	-1.5542E-1	-4.8389E-7	4.0865E-2
6.6227E-1	-2.6558E-1	-4.8679E-7	4.0902E-2
6.1051E-1	-3.687E-1	-4.6711E-7	4.0939E-2
5.4284E-1	-4.6208E-1	-4.2598E-7	4.0976E-2
4.6104E-1	-5.4329E-1	-3.6612E-7	4.1013E-2
3.6725E-1	-6.1023E-1	-2.9148E-7	4.105E-2
2.6395E-1	-6.6114E-1	-2.0688E-7	4.1087E-2
1.5385E-1	-6.9472E-1	-1.1751E-7	4.1124E-2
3.9829E-2	-7.101E-1	-2.8461E-8	4.1161E-2
-7.5127E-2	-7.0689E-1	5.57E-8	4.1198E-2
-1.8801E-1	-6.8521E-1	1.3125E-7	4.1235E-2
-2.9587E-1	-6.4564E-1	1.9551E-7	4.1271E-2
-3.9589E-1	-5.8921E-1	2.4688E-7	4.1308E-2
-4.8546E-1	-5.1744E-1	2.8484E-7	4.1345E-2
-5.6226E-1	-4.322E-1	3.0973E-7	4.1382E-2
-6.2427E-1	-3.3575E-1	3.2257E-7	4.1419E-2
