jMRUI Data Textfile

Filename: mm4.txt

PointsInDataset: 32768     
DatasetsInFile: 1         
SamplingInterval: 3.333E-2  
ZeroOrderPhase: 0E0       
BeginTime: 0E0       
TransmitterFrequency: 2.9722E8  
MagneticField: 0E0       
TypeOfNucleus: 1E0       
NameOfPatient: 
DateOfExperiment: 
Spectrometer: 
AdditionalInfo: 


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
-5.311E-2	-9.4419E-2	5.0252E-8	4.2299E-3
-6.2503E-2	-8.8466E-2	2.3156E-8	4.2352E-3
-7.1235E-2	-8.1583E-2	-5.2592E-9	4.2405E-3
-7.9214E-2	-7.3841E-2	-2.978E-8	4.2458E-3
-8.6357E-2	-6.5323E-2	-4.5657E-8	4.2511E-3
-9.2588E-2	-5.6119E-2	-5.0498E-8	4.2565E-3
-9.7842E-2	-4.6326E-2	-4.5345E-8	4.2618E-3
-1.0206E-1	-3.6047E-2	-3.4369E-8	4.2671E-3
-1.0521E-1	-2.539E-2	-2.3312E-8	4.2724E-3
-1.0724E-1	-1.4468E-2	-1.7378E-8	4.2777E-3
-1.0815E-1	-3.3967E-3	-1.9502E-8	4.283E-3
-1.0792E-1	7.7079E-3	-2.9617E-8	4.2883E-3
-1.0654E-1	1.8729E-2	-4.5043E-8	4.2936E-3
-1.0405E-1	2.9549E-2	-6.1651E-8	4.2989E-3
-1.0046E-1	4.0056E-2	-7.5236E-8	4.3042E-3
-9.5812E-2	5.0138E-2	-8.262E-8	4.3095E-3
-9.0156E-2	5.969E-2	-8.2239E-8	4.3149E-3
-8.3552E-2	6.861E-2	-7.4181E-8	4.3202E-3
-7.6068E-2	7.6804E-2	-5.9851E-8	4.3255E-3
-6.7785E-2	8.4188E-2	-4.1475E-8	4.3308E-3
-5.8789E-2	9.0682E-2	-2.1605E-8	4.3361E-3
-4.9177E-2	9.622E-2	-2.7125E-9	4.3415E-3
-3.9048E-2	1.0074E-1	1.3145E-8	4.3467E-3
-2.851E-2	1.042E-1	2.4616E-8	4.352E-3
-1.7675E-2	1.0656E-1	3.1269E-8	4.3573E-3
-6.6564E-3	1.078E-1	3.3642E-8	4.3626E-3
4.4298E-3	1.079E-1	3.3048E-8	4.3679E-3
1.5466E-2	1.0686E-1	3.1111E-8	4.3732E-3
2.6337E-2	1.047E-1	2.9185E-8	4.3785E-3
3.6928E-2	1.0144E-1	2.7848E-8	4.3838E-3
4.7127E-2	9.7104E-2	2.6724E-8	4.3891E-3
5.6826E-2	9.1749E-2	2.4731E-8	4.3944E-3
6.5924E-2	8.5428E-2	2.0647E-8	4.3997E-3
7.4326E-2	7.8209E-2	1.3735E-8	4.405E-3
8.1942E-2	7.0168E-2	4.0986E-9	4.4103E-3
8.8692E-2	6.139E-2	-7.3573E-9	4.4156E-3
9.4506E-2	5.1967E-2	-1.927E-8	4.4209E-3
9.9323E-2	4.1998E-2	-3.019E-8	4.4263E-3
1.0309E-1	3.159E-2	-3.8774E-8	4.4316E-3
1.0577E-1	2.0852E-2	-4.3792E-8	4.4369E-3
1.0734E-1	9.8969E-3	-4.4157E-8	4.4422E-3
1.0777E-1	-1.1596E-3	-3.9195E-8	4.4475E-3
1.0707E-1	-1.2201E-2	-2.917E-8	4.4529E-3
1.0524E-1	-2.3111E-2	-1.5765E-8	4.4582E-3
1.0231E-1	-3.3774E-2	-2.0947E-9	4.4635E-3
9.8291E-2	-4.4079E-2	7.9969E-9	4.4688E-3
9.3242E-2	-5.3916E-2	1.1187E-8	4.4741E-3
8.7211E-2	-6.3183E-2	5.9108E-9	4.4793E-3
8.0263E-2	-7.1781E-2	-7.0286E-9	4.4846E-3
7.2471E-2	-7.9621E-2	-2.4778E-8	4.4899E-3
6.3918E-2	-8.6619E-2	-4.3475E-8	4.4953E-3
5.4693E-2	-9.2703E-2	-5.9466E-8	4.5006E-3
4.4895E-2	-9.7808E-2	-7.0176E-8	4.5059E-3
3.4626E-2	-1.0188E-1	-7.442E-8	4.5112E-3
2.3995E-2	-1.0488E-1	-7.2286E-8	4.5166E-3
1.3115E-2	-1.0677E-1	-6.4836E-8	4.5219E-3
2.0987E-3	-1.0754E-1	-5.3734E-8	4.5272E-3
-8.9361E-3	-1.0717E-1	-4.0773E-8	4.5325E-3
-1.9874E-2	-1.0568E-1	-2.7286E-8	4.5378E-3
-3.0599E-2	-1.0307E-1	-1.3639E-8	4.5432E-3
-4.0998E-2	-9.9374E-2	8.71E-10	4.5485E-3
-5.0963E-2	-9.4634E-2	1.7519E-8	4.5538E-3
-6.0388E-2	-8.8898E-2	3.7215E-8	4.5591E-3
-6.9174E-2	-8.2226E-2	5.9611E-8	4.5644E-3
-7.7228E-2	-7.4691E-2	8.2731E-8	4.5697E-3
-8.4467E-2	-6.637E-2	1.0332E-7	4.575E-3
-9.0813E-2	-5.7353E-2	1.1772E-7	4.5803E-3
-9.62E-2	-4.7733E-2	1.2293E-7	4.5856E-3
-1.0057E-1	-3.7614E-2	1.174E-7	4.5908E-3
-1.0388E-1	-2.7101E-2	1.0151E-7	4.5961E-3
-1.061E-1	-1.6305E-2	7.7549E-8	4.6014E-3
-1.072E-1	-5.3413E-3	4.9321E-8	4.6067E-3
-1.0716E-1	5.6759E-3	2.1356E-8	4.612E-3
-1.06E-1	1.663E-2	-2.1751E-9	4.6173E-3
-1.0372E-1	2.7406E-2	-1.8539E-8	4.6227E-3
-1.0035E-1	3.7889E-2	-2.7139E-8	4.628E-3
-9.5924E-2	4.7971E-2	-2.9484E-8	4.6333E-3
-9.0487E-2	5.7544E-2	-2.8368E-8	4.6386E-3
-8.4098E-2	6.6507E-2	-2.6617E-8	4.6439E-3
-7.6825E-2	7.4768E-2	-2.5985E-8	4.6493E-3
-6.8745E-2	8.2237E-2	-2.671E-8	4.6546E-3
-5.9942E-2	8.8839E-2	-2.7859E-8	4.6599E-3
-5.0511E-2	9.4501E-2	-2.8199E-8	4.6652E-3
-4.055E-2	9.9167E-2	-2.7075E-8	4.6705E-3
-3.0165E-2	1.0279E-1	-2.4906E-8	4.6758E-3
-1.9466E-2	1.0532E-1	-2.3112E-8	4.6811E-3
-8.5642E-3	1.0675E-1	-2.3587E-8	4.6864E-3
2.4243E-3	1.0704E-1	-2.7933E-8	4.6918E-3
1.3384E-2	1.0622E-1	-3.6728E-8	4.6971E-3
2.4199E-2	1.0427E-1	-4.9055E-8	4.7024E-3
3.4756E-2	1.0122E-1	-6.252E-8	4.7077E-3
4.4943E-2	9.711E-2	-7.3843E-8	4.713E-3
5.4654E-2	9.1977E-2	-7.9895E-8	4.7184E-3
6.3785E-2	8.5876E-2	-7.8767E-8	4.7237E-3
7.2242E-2	7.8872E-2	-7.0335E-8	4.729E-3
7.9935E-2	7.1038E-2	-5.5997E-8	4.7344E-3
8.6783E-2	6.2459E-2	-3.7704E-8	4.7397E-3
9.2714E-2	5.3225E-2	-1.6872E-8	4.745E-3
9.7667E-2	4.3432E-2	6.1388E-9	4.7503E-3
1.0159E-1	3.3185E-2	3.1638E-8	4.7557E-3
1.0444E-1	2.2592E-2	5.9539E-8	4.761E-3
1.0619E-1	1.1764E-2	8.8307E-8	4.7663E-3
1.0682E-1	8.1496E-4	1.1467E-7	4.7716E-3
1.0632E-1	-1.0139E-2	1.344E-7	4.7768E-3
1.0471E-1	-2.0982E-2	1.4393E-7	4.7821E-3
1.0199E-1	-3.1601E-2	1.4192E-7	4.7874E-3
9.8193E-2	-4.1883E-2	1.3005E-7	4.7927E-3
9.3366E-2	-5.1721E-2	1.1264E-7	4.798E-3
8.7558E-2	-6.1011E-2	9.5172E-8	4.8033E-3
8.0828E-2	-6.9655E-2	8.2634E-8	4.8086E-3
7.3249E-2	-7.7562E-2	7.8139E-8	4.814E-3
6.4901E-2	-8.4649E-2	8.2354E-8	4.8193E-3
5.5872E-2	-9.0841E-2	9.3657E-8	4.8246E-3
4.6257E-2	-9.6075E-2	1.0878E-7	4.8299E-3
3.6157E-2	-1.0029E-1	1.2367E-7	4.8352E-3
2.568E-2	-1.0346E-1	1.345E-7	4.8405E-3
1.4936E-2	-1.0553E-1	1.3849E-7	4.8458E-3
4.0378E-3	-1.0648E-1	1.3458E-7	4.8511E-3
-6.8991E-3	-1.0632E-1	1.2353E-7	4.8564E-3
-1.776E-2	-1.0503E-1	1.075E-7	4.8617E-3
-2.8429E-2	-1.0264E-1	8.9282E-8	4.867E-3
-3.8796E-2	-9.917E-2	7.1386E-8	4.8723E-3
