jMRUI Data Textfile

Filename: NAA_AcetylMoiety.txt

PointsInDataset: 32768     
DatasetsInFile: 1         
SamplingInterval: 3.3333E-2 
ZeroOrderPhase: 0E0       
BeginTime: 0E0       
TransmitterFrequency: 2.9722E8  
MagneticField: 0E0       
TypeOfNucleus: 0E0       
NameOfPatient: 
DateOfExperiment: 
Spectrometer: 
AdditionalInfo: 


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
-2.238E0	1.6499E0	-1.2209E-5	1.6724E-1
-1.931E0	1.9995E0	-1.1775E-5	1.6739E-1
-1.57E0	2.293E0	-1.1254E-5	1.6754E-1
-1.1652E0	2.5221E0	-1.1589E-5	1.6768E-1
-7.2807E-1	2.6804E0	-1.167E-5	1.6783E-1
-2.7073E-1	2.7635E0	-1.0782E-5	1.6797E-1
1.9395E-1	2.7692E0	-1.0024E-5	1.6812E-1
6.5294E-1	2.6974E0	-9.2581E-6	1.6826E-1
1.0934E0	2.55E0	-9.7086E-6	1.6841E-1
1.503E0	2.3313E0	-1.1557E-5	1.6855E-1
1.8703E0	2.0474E0	-1.2845E-5	1.687E-1
2.185E0	1.7063E0	-1.3404E-5	1.6884E-1
2.4383E0	1.3176E0	-1.2236E-5	1.6899E-1
2.6233E0	8.9221E-1	-1.1998E-5	1.6914E-1
2.7346E0	4.4205E-1	-1.3657E-5	1.6928E-1
2.7693E0	-2.0243E-2	-1.3615E-5	1.6943E-1
2.7264E0	-4.8173E-1	-1.3094E-5	1.6957E-1
2.6071E0	-9.2947E-1	-1.2638E-5	1.6972E-1
2.415E0	-1.3509E0	-1.1982E-5	1.6987E-1
2.1552E0	-1.7344E0	-1.184E-5	1.7001E-1
1.8353E0	-2.069E0	-1.2554E-5	1.7016E-1
1.4641E0	-2.3455E0	-1.2728E-5	1.703E-1
1.0521E0	-2.5561E0	-1.2164E-5	1.7045E-1
6.1083E-1	-2.6951E0	-1.136E-5	1.7059E-1
1.5271E-1	-2.7585E0	-1.1322E-5	1.7074E-1
-3.0944E-1	-2.7446E0	-1.3091E-5	1.7088E-1
-7.6268E-1	-2.6538E0	-1.3357E-5	1.7103E-1
-1.1943E0	-2.4888E0	-1.169E-5	1.7118E-1
-1.5923E0	-2.2541E0	-1.0888E-5	1.7132E-1
-1.9454E0	-1.9564E0	-1.0494E-5	1.7147E-1
-2.2439E0	-1.6041E0	-1.0405E-5	1.7161E-1
-2.4793E0	-1.2071E0	-9.9259E-6	1.7176E-1
-2.6452E0	-7.764E-1	-9.6766E-6	1.7191E-1
-2.737E0	-3.2423E-1	-9.0536E-6	1.7205E-1
-2.752E0	1.3678E-1	-7.9825E-6	1.722E-1
-2.6899E0	5.9371E-1	-8.1344E-6	1.7234E-1
-2.5525E0	1.0338E0	-8.1007E-6	1.7249E-1
-2.3437E0	1.4446E0	-8.0801E-6	1.7263E-1
-2.0693E0	1.8148E0	-9.2105E-6	1.7277E-1
-1.7372E0	2.134E0	-1.1124E-5	1.7292E-1
-1.3566E0	2.3932E0	-1.2249E-5	1.7307E-1
-9.3814E-1	2.5853E0	-1.3124E-5	1.7321E-1
-4.9367E-1	2.7048E0	-1.3196E-5	1.7336E-1
-3.5601E-2	2.7485E0	-1.3005E-5	1.7351E-1
